Application_ID,Application_Date,Month,Product_Type,Branch_Tier,State,Status,Loan_Amount,Customer_Segment,TAT_Application_Submission_hrs,SLA_Breach_Application_Submission,TAT_Document_Verification_hrs,SLA_Breach_Document_Verification,TAT_Credit_Assessment_hrs,SLA_Breach_Credit_Assessment,TAT_Approval_Rejection_hrs,SLA_Breach_Approval_Rejection,TAT_Loan_Disbursal_hrs,SLA_Breach_Loan_Disbursal,Total_TAT_hrs,Total_TAT_days,SLA_Breached
AU2025358,2024-05-18,2024-05,Home Loan,Rural,Karnataka,Disbursed,157000.0,Salaried,10.4,1,85.1,1,27.7,0,19.7,1,34.0,1,176.9,7.4,1
AU2025359,2024-12-22,2024-12,MSME Loan,Rural,Karnataka,Rejected,200000.0,Farmer,15.9,1,58.7,1,91.0,1,13.4,0,0.0,0,179.0,7.5,1
AU2025360,2024-03-11,2024-03,Vehicle Finance,Urban,Uttar Pradesh,Disbursed,581000.0,Salaried,5.1,0,19.6,0,35.1,0,11.4,0,15.1,0,86.3,3.6,0
AU2025361,2024-11-11,2024-11,Vehicle Finance,Urban,Gujarat,Disbursed,308000.0,MSME Owner,5.6,0,20.6,0,16.7,0,8.8,0,10.0,0,61.7,2.6,0
AU2025362,2024-05-02,2024-05,Personal Loan,Urban,Odisha,Disbursed,158000.0,Salaried,5.8,0,14.1,0,12.2,0,6.3,0,7.4,0,45.8,1.9,0
AU2025363,2024-01-26,2024-01,Personal Loan,Urban,Madhya Pradesh,Disbursed,571000.0,Salaried,3.4,0,21.8,0,22.2,0,11.3,0,12.0,0,70.7,2.9,0
AU2025364,2024-04-25,2024-04,Business Loan,Rural,Karnataka,Disbursed,355000.0,Self-Employed,15.9,1,57.0,1,64.8,1,22.7,1,33.0,1,193.4,8.1,1
AU2025365,2024-01-27,2024-01,MSME Loan,Rural,Madhya Pradesh,Under Review,126000.0,Salaried,15.7,1,33.6,1,50.1,1,0.0,0,0.0,0,99.4,4.1,1
AU2025366,2024-07-30,2024-07,MSME Loan,Urban,Gujarat,Under Review,103000.0,Salaried,4.3,0,13.6,0,43.0,0,0.0,0,0.0,0,60.9,2.5,0
AU2025367,2025-01-02,2025-01,Personal Loan,Semi-Urban,Punjab,Under Review,64000.0,Farmer,5.5,0,25.8,1,41.1,0,0.0,0,0.0,0,72.4,3.0,1
AU2025368,2024-02-21,2024-02,Vehicle Finance,Urban,Tamil Nadu,Disbursed,406000.0,Salaried,2.8,0,13.4,0,13.9,0,5.5,0,16.9,0,52.5,2.2,0
AU2025369,2024-01-03,2024-01,Personal Loan,Semi-Urban,Maharashtra,Disbursed,86000.0,MSME Owner,7.5,0,17.4,0,43.4,0,13.9,0,24.8,1,107.0,4.5,1
AU2025370,2025-05-15,2025-05,Business Loan,Rural,Karnataka,Rejected,273000.0,Self-Employed,15.6,1,55.7,1,112.1,1,17.8,1,0.0,0,201.2,8.4,1
AU2025371,2024-07-27,2024-07,Personal Loan,Semi-Urban,Maharashtra,Disbursed,480000.0,Salaried,9.6,1,15.5,0,37.0,0,15.1,0,12.2,0,89.4,3.7,1
AU2025372,2024-09-01,2024-09,Business Loan,Semi-Urban,Tamil Nadu,Disbursed,138000.0,Self-Employed,8.5,1,18.8,0,26.0,0,14.5,0,27.2,1,95.0,4.0,1
AU2025373,2025-01-22,2025-01,Business Loan,Semi-Urban,Madhya Pradesh,Pending Documents,147000.0,MSME Owner,8.3,1,25.5,1,74.7,1,16.3,1,26.1,1,150.9,6.3,1
AU2025374,2024-06-13,2024-06,Home Loan,Semi-Urban,Uttar Pradesh,Disbursed,808000.0,Salaried,7.4,0,24.7,1,42.5,0,9.3,0,24.9,1,108.8,4.5,1
AU2025375,2024-11-26,2024-11,Vehicle Finance,Urban,Uttar Pradesh,Disbursed,125000.0,Salaried,3.3,0,13.6,0,13.5,0,11.9,0,6.4,0,48.7,2.0,0
AU2025376,2025-04-09,2025-04,Home Loan,Urban,Rajasthan,Disbursed,1218000.0,MSME Owner,4.8,0,13.0,0,27.8,0,6.2,0,6.3,0,58.1,2.4,0
AU2025377,2024-11-29,2024-11,Business Loan,Semi-Urban,Gujarat,Disbursed,77000.0,MSME Owner,5.9,0,19.6,0,28.1,0,16.2,1,20.2,0,90.0,3.8,1
AU2025378,2024-04-28,2024-04,Business Loan,Semi-Urban,Odisha,Disbursed,941000.0,Self-Employed,8.0,0,18.9,0,32.2,0,9.9,0,21.5,0,90.5,3.8,0
AU2025379,2025-01-13,2025-01,MSME Loan,Semi-Urban,Karnataka,Disbursed,50000.0,MSME Owner,9.0,1,33.1,1,55.9,1,18.3,1,10.3,0,126.6,5.3,1
AU2025380,2025-04-12,2025-04,Personal Loan,Urban,Rajasthan,Rejected,266000.0,Self-Employed,3.2,0,21.9,0,16.1,0,6.8,0,0.0,0,48.0,2.0,0
AU2025381,2024-08-01,2024-08,Personal Loan,Semi-Urban,Maharashtra,Under Review,115000.0,Farmer,9.3,1,19.7,0,35.6,0,0.0,0,0.0,0,64.6,2.7,1
AU2025382,2025-04-23,2025-04,Personal Loan,Urban,Maharashtra,Under Review,640000.0,Self-Employed,3.8,0,23.5,0,19.1,0,0.0,0,0.0,0,46.4,1.9,0
AU2025383,2025-03-04,2025-03,Personal Loan,Semi-Urban,Rajasthan,Under Review,50000.0,Salaried,4.4,0,15.7,0,40.9,0,0.0,0,0.0,0,61.0,2.5,0
AU2025384,2025-02-07,2025-02,Vehicle Finance,Rural,Haryana,Rejected,464000.0,Self-Employed,12.6,1,55.1,1,68.4,1,12.4,0,0.0,0,148.5,6.2,1
AU2025385,2024-04-05,2024-04,MSME Loan,Urban,Tamil Nadu,Under Review,463000.0,Self-Employed,2.5,0,9.3,0,22.4,0,0.0,0,0.0,0,34.2,1.4,0
AU2025386,2025-03-24,2025-03,Home Loan,Rural,Uttar Pradesh,Disbursed,4695000.0,Self-Employed,13.2,1,31.5,1,24.1,0,13.8,0,21.0,0,103.6,4.3,1
AU2025387,2024-01-05,2024-01,Home Loan,Urban,Rajasthan,Under Review,2916000.0,Farmer,5.9,0,34.4,1,18.5,0,0.0,0,0.0,0,58.8,2.4,1
AU2025388,2024-10-17,2024-10,MSME Loan,Rural,Uttar Pradesh,Under Review,1450000.0,Salaried,8.4,1,51.1,1,67.9,1,0.0,0,0.0,0,127.4,5.3,1
AU2025389,2024-02-24,2024-02,MSME Loan,Semi-Urban,Odisha,Under Review,174000.0,MSME Owner,9.5,1,19.1,0,73.4,1,0.0,0,0.0,0,102.0,4.2,1
AU2025390,2024-05-25,2024-05,Business Loan,Rural,Punjab,Disbursed,484000.0,Salaried,17.5,1,26.2,1,106.7,1,17.5,1,33.0,1,200.9,8.4,1
AU2025391,2024-11-24,2024-11,Business Loan,Urban,Tamil Nadu,Disbursed,625000.0,Salaried,2.8,0,11.0,0,36.0,0,10.4,0,12.8,0,73.0,3.0,0
AU2025392,2024-09-25,2024-09,MSME Loan,Semi-Urban,Karnataka,Rejected,140000.0,MSME Owner,4.4,0,32.6,1,64.7,1,10.9,0,0.0,0,112.6,4.7,1
AU2025393,2025-03-31,2025-03,Personal Loan,Urban,Tamil Nadu,Disbursed,2322000.0,MSME Owner,5.0,0,21.0,0,12.1,0,8.0,0,14.5,0,60.6,2.5,0
AU2025394,2025-03-11,2025-03,Personal Loan,Semi-Urban,Maharashtra,Disbursed,240000.0,MSME Owner,4.9,0,16.4,0,24.1,0,10.9,0,14.1,0,70.4,2.9,0
AU2025395,2024-08-27,2024-08,Business Loan,Semi-Urban,Karnataka,Disbursed,62000.0,MSME Owner,8.3,1,15.0,0,27.5,0,18.5,1,11.4,0,80.7,3.4,1
AU2025396,2024-04-08,2024-04,Personal Loan,Urban,Uttar Pradesh,Disbursed,342000.0,Farmer,3.6,0,13.9,0,19.1,0,5.2,0,7.7,0,49.5,2.1,0
AU2025397,2024-06-18,2024-06,Personal Loan,Urban,Gujarat,Disbursed,280000.0,Salaried,5.8,0,17.3,0,35.7,0,7.0,0,11.5,0,77.3,3.2,0
AU2025398,2025-01-09,2025-01,Business Loan,Urban,Maharashtra,Disbursed,65000.0,Self-Employed,2.5,0,15.3,0,27.1,0,6.8,0,7.1,0,58.8,2.5,0
AU2025399,2024-11-27,2024-11,Business Loan,Rural,Tamil Nadu,Disbursed,190000.0,Farmer,16.4,1,58.3,1,97.8,1,23.9,1,43.7,1,240.1,10.0,1
AU2025400,2025-01-02,2025-01,Personal Loan,Semi-Urban,Uttar Pradesh,Pending Documents,423000.0,MSME Owner,8.6,1,24.6,1,45.7,0,17.9,1,25.2,1,122.0,5.1,1
AU2025401,2024-01-08,2024-01,Home Loan,Urban,Maharashtra,Disbursed,377000.0,Farmer,4.3,0,17.8,0,15.6,0,10.6,0,16.0,0,64.3,2.7,0
AU2025402,2025-02-08,2025-02,MSME Loan,Semi-Urban,Punjab,Disbursed,290000.0,Self-Employed,9.6,1,12.8,0,64.4,1,8.6,0,10.7,0,106.1,4.4,1
AU2025403,2024-10-17,2024-10,Business Loan,Urban,Uttar Pradesh,Rejected,3424000.0,Self-Employed,2.1,0,8.6,0,41.1,0,10.4,0,0.0,0,62.2,2.6,0
AU2025404,2024-03-30,2024-03,Vehicle Finance,Rural,Madhya Pradesh,Disbursed,490000.0,Self-Employed,15.3,1,46.4,1,70.5,1,15.6,0,46.5,1,194.3,8.1,1
AU2025405,2025-03-14,2025-03,Vehicle Finance,Semi-Urban,Odisha,Disbursed,62000.0,Self-Employed,8.6,1,29.0,1,19.2,0,14.6,0,11.6,0,83.0,3.5,1
AU2025406,2025-02-27,2025-02,MSME Loan,Rural,Haryana,Disbursed,1159000.0,Self-Employed,14.6,1,36.3,1,59.4,1,19.6,1,22.4,0,152.3,6.3,1
AU2025407,2024-09-20,2024-09,MSME Loan,Urban,Haryana,Disbursed,101000.0,Farmer,4.0,0,16.7,0,55.2,1,11.1,0,8.0,0,95.0,4.0,1
AU2025408,2024-02-14,2024-02,Vehicle Finance,Rural,Punjab,Disbursed,73000.0,Salaried,15.4,1,51.7,1,70.5,1,25.9,1,25.3,1,188.8,7.9,1
AU2025409,2024-12-08,2024-12,Personal Loan,Rural,Haryana,Disbursed,155000.0,Salaried,17.1,1,45.1,1,34.3,0,28.0,1,47.8,1,172.3,7.2,1
AU2025410,2024-04-04,2024-04,Personal Loan,Rural,Gujarat,Disbursed,690000.0,Farmer,10.6,1,31.7,1,27.9,0,22.1,1,18.4,0,110.7,4.6,1
AU2025411,2024-09-01,2024-09,Business Loan,Urban,Maharashtra,Disbursed,283000.0,Salaried,5.3,0,11.4,0,29.5,0,11.0,0,15.0,0,72.2,3.0,0
AU2025412,2025-04-24,2025-04,Personal Loan,Urban,Punjab,Rejected,1218000.0,Self-Employed,3.4,0,15.2,0,30.0,0,11.2,0,0.0,0,59.8,2.5,0
AU2025413,2024-01-04,2024-01,Vehicle Finance,Urban,Madhya Pradesh,Disbursed,144000.0,Farmer,3.4,0,22.9,0,27.1,0,11.5,0,15.1,0,80.0,3.3,0
AU2025414,2024-07-15,2024-07,Personal Loan,Urban,Uttar Pradesh,Disbursed,263000.0,Self-Employed,5.8,0,14.9,0,30.9,0,11.5,0,16.5,0,79.6,3.3,0
AU2025415,2024-08-16,2024-08,Personal Loan,Semi-Urban,Madhya Pradesh,Disbursed,65000.0,Self-Employed,6.2,0,31.8,1,31.6,0,14.3,0,27.7,1,111.6,4.6,1
AU2025416,2025-05-03,2025-05,Personal Loan,Semi-Urban,Uttar Pradesh,Rejected,390000.0,Salaried,9.2,1,19.9,0,27.9,0,15.2,0,0.0,0,72.2,3.0,1
AU2025417,2024-06-03,2024-06,Business Loan,Semi-Urban,Punjab,Disbursed,83000.0,Self-Employed,7.6,0,25.6,1,58.4,1,11.7,0,12.3,0,115.6,4.8,1
AU2025418,2025-01-05,2025-01,Home Loan,Rural,Odisha,Disbursed,257000.0,Self-Employed,14.6,1,33.5,1,58.6,1,13.1,0,32.0,1,151.8,6.3,1
AU2025419,2024-01-06,2024-01,MSME Loan,Semi-Urban,Odisha,Disbursed,50000.0,Farmer,9.3,1,30.5,1,46.0,0,10.2,0,26.9,1,122.9,5.1,1
AU2025420,2024-11-30,2024-11,Vehicle Finance,Rural,Uttar Pradesh,Disbursed,76000.0,Salaried,12.8,1,25.5,1,46.2,0,19.5,1,41.4,1,145.4,6.1,1
AU2025421,2024-12-20,2024-12,Business Loan,Rural,Punjab,Disbursed,290000.0,Self-Employed,8.9,1,50.4,1,114.6,1,26.7,1,34.7,1,235.3,9.8,1
AU2025422,2024-02-01,2024-02,Vehicle Finance,Rural,Madhya Pradesh,Pending Documents,182000.0,Salaried,15.7,1,54.7,1,61.4,1,23.4,1,33.4,1,188.6,7.9,1
AU2025423,2024-08-26,2024-08,Home Loan,Urban,Gujarat,Under Review,213000.0,MSME Owner,4.8,0,23.9,0,33.2,0,0.0,0,0.0,0,61.9,2.6,0
AU2025424,2024-03-22,2024-03,Home Loan,Semi-Urban,Uttar Pradesh,Under Review,69000.0,Farmer,6.8,0,35.1,1,28.0,0,0.0,0,0.0,0,69.9,2.9,1
AU2025425,2024-12-17,2024-12,Personal Loan,Rural,Haryana,Rejected,54000.0,Salaried,14.9,1,45.7,1,32.9,0,16.9,1,0.0,0,110.4,4.6,1
AU2025426,2025-04-17,2025-04,Home Loan,Semi-Urban,Karnataka,Disbursed,614000.0,Self-Employed,8.7,1,28.0,1,44.4,0,15.4,0,24.8,1,121.3,5.1,1
AU2025427,2024-12-19,2024-12,Vehicle Finance,Urban,Uttar Pradesh,Disbursed,635000.0,Self-Employed,4.8,0,15.6,0,32.1,0,9.4,0,14.2,0,76.1,3.2,0
AU2025428,2024-11-23,2024-11,Personal Loan,Rural,Gujarat,Under Review,133000.0,Self-Employed,9.4,1,43.4,1,31.0,0,0.0,0,0.0,0,83.8,3.5,1
AU2025429,2024-07-07,2024-07,Business Loan,Semi-Urban,Uttar Pradesh,Under Review,891000.0,Salaried,8.8,1,16.1,0,26.9,0,0.0,0,0.0,0,51.8,2.2,1
AU2025430,2024-04-23,2024-04,Business Loan,Rural,Odisha,Disbursed,336000.0,Salaried,11.5,1,51.4,1,111.2,1,18.7,1,42.9,1,235.7,9.8,1
AU2025431,2025-05-05,2025-05,Personal Loan,Rural,Madhya Pradesh,Rejected,198000.0,Salaried,11.0,1,28.7,1,42.4,0,15.7,0,0.0,0,97.8,4.1,1
AU2025432,2024-09-01,2024-09,MSME Loan,Urban,Maharashtra,Disbursed,660000.0,Self-Employed,4.2,0,15.5,0,27.0,0,4.4,0,10.9,0,62.0,2.6,0
AU2025433,2024-08-20,2024-08,Personal Loan,Semi-Urban,Maharashtra,Disbursed,315000.0,Self-Employed,4.8,0,34.4,1,44.8,0,10.3,0,16.2,0,110.5,4.6,1
AU2025434,2024-07-10,2024-07,Vehicle Finance,Urban,Odisha,Disbursed,376000.0,Farmer,4.3,0,16.3,0,34.3,0,11.5,0,17.6,0,84.0,3.5,0
AU2025435,2024-12-25,2024-12,Personal Loan,Urban,Haryana,Rejected,219000.0,Self-Employed,2.1,0,9.0,0,33.3,0,11.0,0,0.0,0,55.4,2.3,0
AU2025436,2025-04-12,2025-04,MSME Loan,Semi-Urban,Karnataka,Under Review,93000.0,Self-Employed,6.7,0,25.2,1,30.4,0,0.0,0,0.0,0,62.3,2.6,1
AU2025437,2025-01-22,2025-01,Personal Loan,Semi-Urban,Tamil Nadu,Disbursed,220000.0,Self-Employed,8.6,1,24.4,1,36.3,0,16.7,1,10.5,0,96.5,4.0,1
AU2025438,2025-02-14,2025-02,Vehicle Finance,Rural,Karnataka,Disbursed,592000.0,Self-Employed,12.6,1,59.3,1,33.6,0,13.2,0,43.8,1,162.5,6.8,1
AU2025439,2025-01-25,2025-01,MSME Loan,Semi-Urban,Madhya Pradesh,Disbursed,225000.0,MSME Owner,8.4,1,18.4,0,25.9,0,13.8,0,25.5,1,92.0,3.8,1
AU2025440,2024-12-14,2024-12,MSME Loan,Rural,Madhya Pradesh,Under Review,54000.0,MSME Owner,15.4,1,43.4,1,40.2,0,0.0,0,0.0,0,99.0,4.1,1
AU2025441,2025-03-23,2025-03,Business Loan,Semi-Urban,Odisha,Rejected,2715000.0,Salaried,9.0,1,19.0,0,34.5,0,12.9,0,0.0,0,75.4,3.1,1
AU2025442,2024-09-26,2024-09,MSME Loan,Rural,Gujarat,Pending Documents,50000.0,MSME Owner,14.7,1,58.9,1,53.9,1,20.7,1,33.0,1,181.2,7.5,1
AU2025443,2024-09-27,2024-09,Personal Loan,Semi-Urban,Tamil Nadu,Disbursed,457000.0,Self-Employed,6.2,0,12.4,0,33.7,0,12.0,0,10.0,0,74.3,3.1,0
AU2025444,2024-02-09,2024-02,Business Loan,Urban,Punjab,Disbursed,275000.0,MSME Owner,4.5,0,20.9,0,34.5,0,8.2,0,15.7,0,83.8,3.5,0
AU2025445,2024-02-27,2024-02,Business Loan,Semi-Urban,Odisha,Disbursed,79000.0,Self-Employed,8.6,1,16.2,0,42.3,0,10.7,0,16.5,0,94.3,3.9,1
AU2025446,2025-02-28,2025-02,Personal Loan,Semi-Urban,Rajasthan,Rejected,142000.0,Farmer,7.6,0,21.6,0,43.1,0,16.8,1,0.0,0,89.1,3.7,1
AU2025447,2025-04-07,2025-04,Personal Loan,Semi-Urban,Karnataka,Under Review,1027000.0,Self-Employed,8.1,1,26.1,1,43.3,0,0.0,0,0.0,0,77.5,3.2,1
AU2025448,2024-04-13,2024-04,Personal Loan,Semi-Urban,Karnataka,Rejected,301000.0,Self-Employed,4.7,0,22.1,0,23.8,0,13.0,0,0.0,0,63.6,2.6,0
AU2025449,2024-10-01,2024-10,Home Loan,Rural,Odisha,Disbursed,200000.0,Salaried,17.3,1,71.5,1,25.6,0,26.7,1,24.0,0,165.1,6.9,1
AU2025450,2024-03-25,2024-03,Vehicle Finance,Semi-Urban,Maharashtra,Disbursed,226000.0,Salaried,9.7,1,34.1,1,38.5,0,13.6,0,11.7,0,107.6,4.5,1
AU2025451,2025-03-13,2025-03,Home Loan,Urban,Punjab,Disbursed,772000.0,Self-Employed,2.6,0,10.2,0,22.2,0,5.1,0,7.9,0,48.0,2.0,0
AU2025452,2024-08-14,2024-08,Personal Loan,Urban,Karnataka,Rejected,213000.0,Self-Employed,2.1,0,9.1,0,18.2,0,8.4,0,0.0,0,37.8,1.6,0
AU2025453,2024-12-14,2024-12,Vehicle Finance,Urban,Gujarat,Disbursed,1191000.0,MSME Owner,3.5,0,19.8,0,24.3,0,9.9,0,16.9,0,74.4,3.1,0
AU2025454,2025-01-02,2025-01,MSME Loan,Semi-Urban,Madhya Pradesh,Disbursed,327000.0,Self-Employed,4.8,0,22.4,0,31.5,0,14.0,0,20.1,0,92.8,3.9,0
AU2025455,2024-09-07,2024-09,Business Loan,Urban,Odisha,Pending Documents,241000.0,MSME Owner,5.4,0,13.9,0,47.2,0,7.9,0,8.4,0,82.8,3.5,0
AU2025456,2025-04-05,2025-04,Personal Loan,Urban,Gujarat,Disbursed,50000.0,Salaried,4.3,0,10.4,0,30.8,0,6.7,0,13.1,0,65.3,2.7,0
AU2025457,2024-08-16,2024-08,Home Loan,Rural,Karnataka,Under Review,50000.0,Self-Employed,11.9,1,60.7,1,60.9,1,0.0,0,0.0,0,133.5,5.6,1
AU2025458,2024-08-20,2024-08,Business Loan,Rural,Rajasthan,Disbursed,98000.0,Self-Employed,18.0,1,41.7,1,50.1,1,14.9,0,19.3,0,144.0,6.0,1
AU2025459,2024-09-19,2024-09,Vehicle Finance,Semi-Urban,Maharashtra,Disbursed,50000.0,MSME Owner,8.4,1,18.2,0,28.3,0,19.9,1,16.7,0,91.5,3.8,1
AU2025460,2024-08-21,2024-08,Home Loan,Semi-Urban,Haryana,Rejected,589000.0,Farmer,9.6,1,37.6,1,25.1,0,12.8,0,0.0,0,85.1,3.5,1
AU2025461,2024-01-30,2024-01,Home Loan,Urban,Odisha,Disbursed,946000.0,MSME Owner,3.0,0,23.0,0,29.9,0,8.5,0,7.0,0,71.4,3.0,0
AU2025462,2024-08-24,2024-08,Personal Loan,Urban,Karnataka,Disbursed,324000.0,Salaried,2.3,0,10.7,0,35.6,0,7.7,0,16.4,0,72.7,3.0,0
AU2025463,2025-01-05,2025-01,MSME Loan,Semi-Urban,Uttar Pradesh,Rejected,5000000.0,Salaried,8.1,1,18.5,0,67.4,1,9.0,0,0.0,0,103.0,4.3,1
AU2025464,2024-07-21,2024-07,Personal Loan,Rural,Rajasthan,Disbursed,221000.0,Self-Employed,14.5,1,58.1,1,26.0,0,28.5,1,36.3,1,163.4,6.8,1
AU2025465,2025-02-22,2025-02,MSME Loan,Urban,Uttar Pradesh,Disbursed,2881000.0,Farmer,3.7,0,16.6,0,16.8,0,5.3,0,13.7,0,56.1,2.3,0
AU2025466,2025-01-16,2025-01,Home Loan,Semi-Urban,Rajasthan,Disbursed,50000.0,Self-Employed,9.2,1,45.3,1,20.5,0,18.7,1,18.5,0,112.2,4.7,1
AU2025467,2024-10-23,2024-10,Home Loan,Urban,Madhya Pradesh,Rejected,116000.0,Salaried,3.8,0,10.4,0,15.6,0,4.7,0,0.0,0,34.5,1.4,0
AU2025468,2024-01-24,2024-01,Personal Loan,Semi-Urban,Gujarat,Disbursed,89000.0,Farmer,9.6,1,17.4,0,36.4,0,8.3,0,26.8,1,98.5,4.1,1
AU2025469,2024-06-25,2024-06,Vehicle Finance,Urban,Haryana,Disbursed,385000.0,Salaried,3.6,0,18.7,0,23.3,0,7.1,0,7.4,0,60.1,2.5,0
AU2025470,2024-10-04,2024-10,Personal Loan,Urban,Gujarat,Under Review,361000.0,Salaried,2.9,0,18.2,0,23.0,0,0.0,0,0.0,0,44.1,1.8,0
AU2025471,2025-04-23,2025-04,Vehicle Finance,Urban,Rajasthan,Disbursed,87000.0,MSME Owner,2.1,0,15.5,0,13.4,0,5.5,0,12.7,0,49.2,2.1,0
AU2025472,2025-04-23,2025-04,MSME Loan,Rural,Gujarat,Disbursed,1803000.0,Salaried,15.7,1,50.8,1,107.1,1,12.2,0,24.5,1,210.3,8.8,1
AU2025473,2024-01-17,2024-01,MSME Loan,Semi-Urban,Tamil Nadu,Under Review,50000.0,Salaried,7.6,0,25.7,1,26.8,0,0.0,0,0.0,0,60.1,2.5,1
AU2025474,2024-07-28,2024-07,Personal Loan,Urban,Uttar Pradesh,Disbursed,945000.0,Salaried,3.1,0,23.8,0,33.9,0,4.2,0,15.2,0,80.2,3.3,0
AU2025475,2025-01-28,2025-01,Personal Loan,Urban,Maharashtra,Disbursed,240000.0,Salaried,5.3,0,19.4,0,35.6,0,9.7,0,11.0,0,81.0,3.4,0
AU2025476,2025-01-27,2025-01,Home Loan,Rural,Maharashtra,Rejected,391000.0,Farmer,17.5,1,43.4,1,48.2,1,24.2,1,0.0,0,133.3,5.6,1
AU2025477,2024-07-10,2024-07,Vehicle Finance,Urban,Haryana,Disbursed,132000.0,Self-Employed,4.1,0,15.2,0,23.8,0,6.4,0,7.9,0,57.4,2.4,0
AU2025478,2024-08-17,2024-08,Personal Loan,Urban,Haryana,Disbursed,146000.0,Salaried,5.0,0,12.9,0,34.8,0,9.7,0,9.9,0,72.3,3.0,0
AU2025479,2024-07-11,2024-07,Business Loan,Semi-Urban,Haryana,Disbursed,454000.0,Salaried,5.1,0,30.6,1,51.2,1,8.1,0,22.1,0,117.1,4.9,1
AU2025480,2024-12-15,2024-12,Business Loan,Semi-Urban,Gujarat,Disbursed,408000.0,Salaried,5.7,0,17.8,0,37.7,0,12.5,0,24.7,1,98.4,4.1,1
AU2025481,2024-03-09,2024-03,MSME Loan,Urban,Karnataka,Disbursed,281000.0,Self-Employed,4.1,0,14.9,0,23.9,0,7.9,0,10.8,0,61.6,2.6,0
AU2025482,2024-03-01,2024-03,Home Loan,Rural,Punjab,Disbursed,943000.0,Salaried,13.3,1,62.8,1,65.3,1,13.8,0,25.2,1,180.4,7.5,1
AU2025483,2024-10-02,2024-10,Business Loan,Rural,Maharashtra,Pending Documents,304000.0,Farmer,17.6,1,24.2,1,36.9,0,14.7,0,28.5,1,121.9,5.1,1
AU2025484,2024-09-27,2024-09,MSME Loan,Rural,Haryana,Disbursed,594000.0,Self-Employed,9.0,1,40.5,1,63.8,1,22.4,1,31.2,1,166.9,7.0,1
AU2025485,2025-01-07,2025-01,Personal Loan,Rural,Maharashtra,Disbursed,337000.0,Self-Employed,17.5,1,29.6,1,33.1,0,26.5,1,25.8,1,132.5,5.5,1
AU2025486,2025-03-03,2025-03,Home Loan,Urban,Madhya Pradesh,Disbursed,57000.0,MSME Owner,4.6,0,34.0,1,30.8,0,5.4,0,15.6,0,90.4,3.8,1
AU2025487,2025-01-22,2025-01,Vehicle Finance,Semi-Urban,Rajasthan,Under Review,293000.0,Self-Employed,6.8,0,27.3,1,26.9,0,0.0,0,0.0,0,61.0,2.5,1
AU2025488,2025-05-15,2025-05,Personal Loan,Urban,Rajasthan,Disbursed,50000.0,MSME Owner,3.5,0,15.8,0,21.8,0,9.2,0,10.3,0,60.6,2.5,0
AU2025489,2024-08-25,2024-08,MSME Loan,Rural,Uttar Pradesh,Under Review,1079000.0,Farmer,12.5,1,43.3,1,93.9,1,0.0,0,0.0,0,149.7,6.2,1
AU2025490,2024-08-05,2024-08,Home Loan,Rural,Karnataka,Disbursed,473000.0,MSME Owner,11.3,1,77.4,1,67.2,1,15.9,0,36.8,1,208.6,8.7,1
AU2025491,2024-07-13,2024-07,Business Loan,Rural,Karnataka,Disbursed,698000.0,Salaried,11.8,1,47.5,1,39.2,0,22.9,1,45.9,1,167.3,7.0,1
AU2025492,2024-05-06,2024-05,MSME Loan,Urban,Madhya Pradesh,Pending Documents,105000.0,Salaried,2.7,0,21.4,0,16.9,0,5.9,0,15.1,0,62.0,2.6,0
AU2025493,2024-06-26,2024-06,Vehicle Finance,Rural,Tamil Nadu,Rejected,465000.0,Salaried,16.9,1,32.2,1,50.6,1,23.6,1,0.0,0,123.3,5.1,1
AU2025494,2024-05-21,2024-05,MSME Loan,Semi-Urban,Maharashtra,Disbursed,310000.0,MSME Owner,7.2,0,32.0,1,26.7,0,11.2,0,18.5,0,95.6,4.0,1
AU2025495,2025-04-24,2025-04,Personal Loan,Semi-Urban,Madhya Pradesh,Disbursed,558000.0,Salaried,4.0,0,29.3,1,43.0,0,12.7,0,20.2,0,109.2,4.5,1
AU2025496,2024-01-17,2024-01,Personal Loan,Semi-Urban,Gujarat,Disbursed,3086000.0,Farmer,6.3,0,30.4,1,35.9,0,19.1,1,17.2,0,108.9,4.5,1
AU2025497,2024-11-10,2024-11,Business Loan,Rural,Haryana,Disbursed,221000.0,Salaried,8.8,1,54.4,1,33.9,0,27.5,1,31.5,1,156.1,6.5,1
AU2025498,2024-05-03,2024-05,Personal Loan,Semi-Urban,Rajasthan,Disbursed,1391000.0,Self-Employed,4.2,0,27.7,1,43.3,0,16.6,1,24.9,1,116.7,4.9,1
AU2025499,2024-02-04,2024-02,Personal Loan,Rural,Madhya Pradesh,Disbursed,840000.0,Salaried,16.4,1,57.9,1,55.5,1,16.2,1,25.6,1,171.6,7.1,1
AU2025500,2024-10-31,2024-10,Vehicle Finance,Rural,Gujarat,Disbursed,147000.0,MSME Owner,17.2,1,39.4,1,41.5,0,26.4,1,33.9,1,158.4,6.6,1
AU2025501,2024-08-16,2024-08,Home Loan,Semi-Urban,Rajasthan,Disbursed,685000.0,MSME Owner,5.2,0,51.4,1,25.5,0,16.8,1,15.1,0,114.0,4.7,1
AU2025502,2024-12-10,2024-12,Business Loan,Urban,Odisha,Rejected,807000.0,Salaried,4.8,0,20.0,0,22.2,0,7.2,0,0.0,0,54.2,2.3,0
